itching,skin_rash,nodal_skin_eruptions,continuous_sneezing,shivering,chills,joint_pain,stomach_pain,acidity,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,weight_gain,anxiety,cold_hands_and_feets,mood_swings,weight_loss,restlessness,lethargy,patches_in_throat,irregular_sugar_level,cough,high_fever,sunken_eyes,breathlessness,sweating,dehydration,indigestion,headache,yellowish_skin,dark_urine,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,constipation,abdominal_pain,diarrhoea,mild_fever,yellow_urine,yellowing_of_eyes,acute_liver_failure,fluid_overload,swelling_of_stomach,swelled_lymph_nodes,malaise,blurred_and_distorted_vision,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,weakness_in_limbs,fast_heart_rate,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,neck_pain,dizziness,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,excessive_hunger,extra_marital_contacts,drying_and_tingling_lips,slurred_speech,knee_pain,hip_joint_pain,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,spinning_movements,loss_of_balance,unsteadiness,weakness_of_one_body_side,loss_of_smell,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,passage_of_gases,internal_itching,toxic_look_(typhos),depression,irritability,muscle_pain,altered_sensorium,red_spots_over_body,belly_pain,abnormal_menstruation,dischromic _patches,watering_from_eyes,increased_appetite,polyuria,family_history,mucoid_sputum,rusty_sputum,lack_of_concentration,visual_disturbances,receiving_blood_transfusion,receiving_unsterile_injections,coma,stomach_bleeding,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1,blood_in_sputum,prominent_veins_on_calf,palpitations,painful_walking,pus_filled_pimples,blackheads,scurring,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,blister,red_sore_around_nose,yellow_crust_ooze,prognosis
0.8697135408731973,0.3670756625980013,0.9932262211602958,0.7392836399744176,0.8074213062239036,0.632791835835085,0.18977197716883698,0.12649193150775218,0.11280534020234367,0.38077065640694685,0.7586253059702855,0.696534397295378,0.5721889883914757,0.48090404463880587,0.38042097152540977,0.28480545466207996,0.3580323373267511,0.0006582680524179763,0.10085707227583673,0.13618530500263126,0.4051807280571228,0.5835552143514449,0.8962008856325097,0.012783014658700464,0.05749004355814402,0.4123431606185758,0.8365702281079545,0.889475871312482,0.02743421947160085,0.8485103940163863,0.43539981629803115,0.6397686680459743,0.4364328413444123,0.8865651942798946,0.16729885047573279,0.6424881615099329,0.7936492806821092,0.6116437614823019,0.8982727673718601,0.27069641607765293,0.5542361263123529,0.9244985594842299,0.3584682240117587,0.9477397377797694,0.11789761221096418,0.21327164361229167,0.9648853825671181,0.738914616114463,0.4381340406690012,0.1057856199932985,0.32179363189496146,0.22163631578732235,0.24808885634355937,0.8892473132774136,0.7319123291261448,0.4090711483045345,0.7642296985264972,0.31636759741548737,0.850266983789557,0.7760013798398335,0.072144793652416,0.4245322421412706,0.30584819527623974,0.3569668983141193,0.7435802113588506,0.2793307383495841,0.8724145133462291,0.10109067809809413,0.745429538540013,0.012015114935672977,0.5461410876220828,0.35969975255178277,0.7675317566953478,0.22396267455703245,0.41169508394153853,0.38396268634095376,0.4473739540253834,0.15366825497559455,0.7526035531409069,0.7834885794416062,0.783356191109332,0.8415246344758465,0.34320000761032987,0.7886819772280103,0.8030932402086615,0.24897395185695848,0.43106382918613984,0.43323528146301604,0.6376617999537989,0.549994357258958,0.705824150092992,0.2760893825556995,0.4344528238966332,0.9791130906732299,0.64619266566417,0.4192790468278139,0.8039332359685278,0.6022818255684875,0.1712515512357602,0.09116465760168635,0.7963338805842349,0.3392849517241654,0.6939869129107575,0.5386330223999728,0.9921114759258134,0.05003361553315899,0.9999709610602119,0.9126807389246583,0.3622416324573138,0.23621216460945993,0.7832848153878057,0.8763775081076056,0.7606479300596695,0.09732178400395486,0.5064304881991942,0.194848600402327,0.42642387952741445,0.7996789726128442,0.2300385203241463,0.6684407138475665,0.535675073790264,0.783069781875375,0.486799388365993,0.5877226860796301,0.5734463000022988,0.33759555138568265,0.6143832457539313,0.165335029539744,0.0005211408815457563,0.3472151007657436,0.5064538929122925,0.49406003073925797,0.08352697362449657
0.8314799533585784,0.5868852774769914,0.6028507250639493,0.6211839335226772,0.8250156777928143,0.18734808211953502,0.31682258375518024,0.2750750417509671,0.2987118464075783,0.7402536326669561,0.33587298633729235,0.6417559330664905,0.21972045117207484,0.02672961651971395,0.42999819675367046,0.9266764568858439,0.9249863021114149,0.7847662528461616,0.6777553201921314,0.6839228639057117,0.8757309780923009,0.10169071462378965,0.9681051245016454,0.025253604062048574,0.3725143313769268,0.7774049498706938,0.8841682132815447,0.44604517224745,0.8844970194005574,0.5714213329439407,0.7752689359059601,0.5079152289059151,0.8101338265769916,0.3881817597508137,0.7691141092644469,0.7600598698006071,0.21904567098700334,0.17089889442380823,0.5586958219186962,0.5867564556898504,0.9370870375698667,0.8290139442150692,0.6175203889041202,0.9007993579954836,0.22643885912261008,0.20808619031906894,0.4234548286746911,0.11062262277079749,0.5676936067095762,0.09463389998052418,0.665588630981471,0.009346856809185233,0.6699451859169163,0.5458075306218372,0.9854046174989011,0.6519142078621405,0.40878796292143915,0.7870754813743495,0.09723738152202821,0.4403607336139528,0.6200282238149588,0.37417894382184136,0.49069203690075813,0.254571381556694,0.3182531432787078,0.5009799852085206,0.1496881141007249,0.6763216483040712,0.839792412552165,0.3457339628610995,0.9291313758027127,0.825549086523639,0.22740014572273537,0.6163110115015554,0.5109996477996548,0.8126773443709915,0.5057113137600381,0.845520610134739,0.8382815361497892,0.6681179898038531,0.6828201876694064,0.05097878944466494,0.9516251105740797,0.5692245532959922,0.7242003341786095,0.2669532036534995,0.9134540934033265,0.5832988427660555,0.39473197762435375,0.6399711177175463,0.49024540515362036,0.7650110144146343,0.9595750502331036,0.32508600890845674,0.8593874697855443,0.5179512101459869,0.3542333590944554,0.06122984312915547,0.0005275190921569806,0.624436553639445,0.6766149297520284,0.7639672510621902,0.6101933938473679,0.13065933549960085,0.1886938349718772,0.41070136653718936,0.22974316744238965,0.9074127241323174,0.5877494245220005,0.7562736385870493,0.8714505296492768,0.08633311048535652,0.5115512491944877,0.4569897885285227,0.15091426997470236,0.7219545223713167,0.42213303873543195,0.7520207227478511,0.9898554025828419,0.7556053242187879,0.48562744932521906,0.9020169623237076,0.007933224564935504,0.1725287035300883,0.428306235568805,0.7462313298812014,0.26732856066785105,0.7751325239338334,0.7891059837399232,0.862504922214701,0.27209611055494365,0.041989786071196855,0.9691671547855663
0.24497498571834697,0.0009451162601169516,0.4322792586840425,0.21413976031571735,0.11664712761368567,0.6201337553321322,0.6034062977564602,0.8911685114084437,0.44370159339048365,0.6601516420906895,0.25161147216483215,0.2965532508776142,0.7015314895066997,0.23518558002874335,0.8717234661922465,0.5838005702386951,0.017727668212190184,0.7928620235692597,0.6874766232772493,0.6172905406686173,0.4061172620366885,0.3357086257558226,0.06452258639126318,0.38584730590916383,0.4066871009972649,0.3452945158547662,0.3347695097591533,0.09191129578967205,0.8375184118618778,0.11411743419428488,0.8977450877423012,0.04445032300985363,0.6679840687613683,0.22562769401276694,0.1102959810280707,0.2183627443573969,0.5856736245216798,0.9815028013424721,0.912869505305122,0.871942774878243,0.5424436632535545,0.9493572435481424,0.14623543377564963,0.033705077035685815,0.6644446770368423,0.7216838219947928,0.73768718568757,0.32315611386071685,0.536495667997486,0.02066311996342074,0.7201316601576387,0.9228014273820838,0.22134166135767386,0.23582760044179418,0.7344093571255731,0.6382198215083074,0.7653144908834465,0.3168171454187425,0.3946566520175345,0.6141021535229871,0.2624100599356076,0.0675303132773345,0.37764291673014583,0.5696119831372564,0.585770673131563,0.39497080055995437,0.40735125924223237,0.10833116289898337,0.3893948921216228,0.8904840387398582,0.4585723513300941,0.8990078095510398,0.6989400050597466,0.07833691912219709,0.0020055261107038147,0.26265822116338267,0.7302934729550008,0.4657195413019951,0.06971933595164037,0.1963997793332013,0.032692259839539495,0.5481522298897064,0.8135462255864822,0.4460622487837238,0.9414631759563383,0.5686971273611833,0.8337247018616928,0.6581275784660019,0.13429389355608556,0.04952683699177307,0.17603831064486064,0.1749494622961194,0.7080007457866874,0.45779307295808636,0.22634785724826223,0.12088618968333986,0.8105883800310849,0.6456223633006724,0.15511749592146884,0.5792294648962932,0.08438153034910267,0.6474182978945209,0.7510152612918759,0.736245405636085,0.06440403262105432,0.9659776979933867,0.05851432327123762,0.9209548671495676,0.13206183900112856,0.3470673914044168,0.391432173065443,0.9899667718115213,0.1487329260479333,0.3664895565582178,0.6197615081435255,0.6378405480539929,0.7378220808553669,0.811654719590194,0.11665259784298565,0.3608629017438434,0.03436922164339784,0.7226345479862955,0.6228596695211631,0.9089972829423417,0.7622602940321931,0.8275200193969859,0.4876875535498262,0.6653979129457599,0.002526366374918987,0.28314396655441576,0.6647397110009061,0.7518613512974003,0.023590172104644647
0.46489318685257297,0.6430004391380086,0.786346122715769,0.6600287483483057,0.7890576186290534,0.3640265908155782,0.9650733419788498,0.6898687529512971,0.9377557302826837,0.6161225348928866,0.6263163163337157,0.6852965265014027,0.9323983490848908,0.28794941907537264,0.8756929321669736,0.3635888181832456,0.3063252471968704,0.4950284170648641,0.3112130208266143,0.2647827084519413,0.19652363229043057,0.7090777201014453,0.6158255397547278,0.4078212542876577,0.842331169827608,0.9726123328376407,0.25535106230052107,0.8343064582947025,0.7894037824053134,0.925400074768922,0.575999667469423,0.017853645917533467,0.4727135447020542,0.5660193939263215,0.8372941336834296,0.9036107188005182,0.3350891885835524,0.4019935278751652,0.38861522553369354,0.6013061395432425,0.8149015244266682,0.4585434031704144,0.2416048139496385,0.45701818159492225,0.8128914356447661,0.8160284701123647,0.88038601519385,0.4616114876860882,0.3016712861470431,0.9753444804179304,0.7323973490392574,0.09524590293585944,0.9714505537917769,0.4026675375270099,0.16628648938078872,0.4668622236131791,0.9316357472542259,0.5710876416578516,0.6292304952611073,0.8876045443939543,0.9330923262714549,0.8149935005179585,0.4484683765654588,0.5917219221202834,0.32528389709440486,0.0040070877735595145,0.8127954336840331,0.533933524891193,0.8330665872818345,0.7081563295772142,0.2877703297517995,0.5515111358372098,0.5289358504252858,0.3014360470219215,0.492816189852874,0.8947424041759685,0.28463751502402457,0.9139534087785739,0.9146669068434921,0.18326829718547655,0.6328797725179349,0.9604697781723632,0.4955774756793021,0.8138882446565646,0.04943616377125959,0.16233231897390288,0.6978988062675519,0.5165774275810643,0.680883948351783,0.6010267992089415,0.9133675793624667,0.6809262253271272,0.5666383711779155,0.3838425195105679,0.4317130622314346,0.491008745421907,0.3811566493996664,0.6064810796188818,0.19913634407886127,0.0384489206637002,0.12579605884722722,0.7103666076074093,0.20918029598772414,0.5180529293008311,0.15273098102439697,0.7820266094416216,0.5143741338150315,0.09292044913078834,0.4167717717300621,0.18736035050494237,0.9821280843256229,0.6365447198748074,0.580765818173544,0.49728317243839837,0.4481766737694588,0.6693952460482028,0.8126585918999475,0.4743750799138413,0.3412887455144944,0.22197355703124488,0.1876062172278522,0.041794071354795514,0.108707382617652,0.9826706217137121,0.42727611587918546,0.650986883937297,0.584389121978483,0.13630602300536854,0.3407628030583044,0.6004320413297357,0.7317722186994163,0.5512469302537351,0.8493407093951482
0.8662227143778614,0.3626080535873255,0.803189975115517,0.96992679702266,0.03739917463535081,0.9833400312482392,0.5827202924750655,0.43801067247841885,0.377638492706568,0.3178414706313861,0.7322117920347404,0.4576546694338277,0.06422182807032195,0.005064966052795383,0.5947000660357149,0.9967835802229814,0.8635755948690635,0.2236163271140239,0.546267712088866,0.8651792251923257,0.935898688429488,0.5877200467269343,0.4206575529109905,0.6536602903936557,0.95496947766488,0.25236470061213945,0.9642842765847459,0.8275011120316831,0.3433298178580063,0.003595012806611897,0.2865915988651281,0.48886350007966706,0.7697771796940134,0.9176571773466021,0.9508794604427588,0.27598617053272345,0.49578145194374224,0.8200903406553692,0.6838636594857472,0.47162128170320394,0.7597113012446692,0.8377046459732169,0.0034678734409531176,0.9702645383324178,0.8774323265949587,0.7554589277893564,0.866784905926957,0.20880352946998748,0.08521766664967245,0.3828676284852406,0.7232688751919414,0.8811609289035431,0.3685999030996957,0.4772824294396476,0.5482066670118706,0.0819995342123816,0.33758955074515284,0.7401635985557329,0.9669072199099206,0.41784984223833044,0.04190107777266472,0.8145536528216817,0.24487895892025713,0.9710423236825845,0.2379871106117003,0.4636392199922591,0.4660931349943078,0.7245952646484827,0.3817520958799935,0.37727647865243086,0.057908471273576345,0.34552965132243174,0.016620425064986954,0.032050244108699055,0.6191240121221074,0.3684923398359503,0.5333545150393764,0.9735056795171338,0.8083207899039513,0.9134381497865579,0.2600146348256841,0.43221637334480545,0.8305060102891296,0.5189973005766665,0.42861068225555055,0.8301635427092156,0.019829767865210624,0.028072693342707455,0.2699466019941609,0.01754828269586206,0.3973081746983994,0.5981905045007531,0.4583777226135394,0.00367412497572861,0.5022849947417163,0.37075209504928186,0.5215206116280631,0.03481118991414078,0.3861752161207669,0.8813826447894854,0.34717076313138906,0.7790946920563245,0.9773954241059941,0.08115288920596975,0.9183348500761721,0.07144818097999228,0.5546754885637452,0.22976770042607308,0.15200837440414294,0.8622990958786311,0.5573797226872521,0.7926931668750254,0.2675376470200328,0.9766339467892515,0.5777246401039451,0.6290346739917203,0.410007906392001,0.4143065286613672,0.9627326828790618,0.16241939484277923,0.0008935053224458089,0.16747624312413456,0.17536177599340141,0.5138178649220553,0.2051911860059007,0.705081821220234,0.48909155108703384,0.8124581746750315,0.7330790073073735,0.310835829359674,0.11710577890632767,0.36402941192860183,0.21827130211715395
0.3623841923366887,0.15807121559208426,0.47637840824349253,0.5634696223459629,0.7521082989843489,0.5007109541683396,0.927464835066021,0.5270312683985396,0.782158857020543,0.6646071885045864,0.046510780009177966,0.955335339040862,0.459703734300553,0.9574678016811757,0.4244882620456639,0.6392238539396992,0.9896259476786331,0.0006837335655236476,0.6011357535168274,0.2912646762556398,0.6947900607795365,0.20411081507001594,0.07009291422190356,0.9575379349627056,0.4384277695251815,0.9465325217243633,0.9681686017745892,0.35419684689942055,0.015561041524100205,0.4557874969616973,0.5453700509913594,0.901894605674501,0.6243229036997231,0.8246858736272509,0.3481281328464204,0.6969856483926073,0.19158734603781435,0.7121244817803463,0.8105243514122945,0.09494309770425757,0.8811283995541266,0.08122364285234263,0.8854177881048684,0.21524156882707135,0.5634914926491288,0.6220513948450453,0.6166094182394972,0.7356713530257342,0.8735060301115211,0.07464134236966924,0.8196903110587028,0.8392509420945135,0.21335181024937444,0.5887456733928614,0.16827724759108353,0.2547906766239397,0.6206223833536253,0.677905683734735,0.2857598574132576,0.05326957151181777,0.2055134608822371,0.4699028849966731,0.08615855704571662,0.07719455341778536,0.7045938910721319,0.21045636980906346,0.17766521484302433,0.23050228227735325,0.15444755800959176,0.4213947962028455,0.8505113729358872,0.5740232070830789,0.45603103907004505,0.6473982030283028,0.34001439301269665,0.7551527712471539,0.5959412729167924,0.6462451334095739,0.9822738843934495,0.8903886689719616,0.6932110492982538,0.03852481395704921,0.7525588771234665,0.5197468851544278,0.6320385793621187,0.117075939166853,0.21202084237170704,0.5503968852807842,0.3488893288877253,0.5487128937408963,0.2535022159476529,0.1383193788341558,0.9748841286241955,0.3152593604106656,0.13655143794238822,0.13447787832849123,0.440390933887584,0.23541955655084446,0.5078163965616178,0.990646280795483,0.9155643440759528,0.8872932941880978,0.8362276889201657,0.6397478085602394,0.5196957305219219,0.7212505494358732,0.9885989372637861,0.8166921642232176,0.7292787813030127,0.3552944828095319,0.8710963105153998,0.8362145909441498,0.3296527178498243,0.23015802404762797,0.0870130452606962,0.9762959394900463,0.6660015455001156,0.4915781555134706,0.38822566252100266,0.3809507369495845,0.45301938301818123,0.18167322038914957,0.09043655461843214,0.28707807766386606,0.32789135127910785,0.4073302648900199,0.27488541386280263,0.20430266261078056,0.9437492036047058,0.5385600060955976,0.8382352883495843,0.7802965335074474,0.5384253849044243
0.23473138390830983,0.805997419943968,0.9551454116170743,0.6169077043807751,0.48430425690374435,0.9356627937751261,0.5403608126684633,0.7365439515258192,0.9813783706096912,0.6311548179652836,0.4308390618237714,0.4470338993873002,0.27551243416086224,0.4282978472861704,0.4290906869271881,0.8340633950665637,0.048852631190913764,0.962354737739335,0.49740555802064523,0.820914646820399,0.6530784964288118,0.11806694310433208,0.5326244071915712,0.014887343042982337,0.31616929714773234,0.860776888622914,0.5969207257643367,0.5229010758182162,0.24812041555368225,0.14883885643340422,0.6450687293375443,0.15499850548591687,0.3064400445057056,0.5433103498654214,0.9984372781424831,0.0005615087077889269,0.195048488473607,0.7608568087238908,0.6661834441667298,0.17781215761145697,0.757571313150298,0.5566417700314782,0.7761155944791494,0.529290787308261,0.9252436513771355,0.3751592612988913,0.3585391594479358,0.1334243893006808,0.6357237019908812,0.7795866727191062,0.4385484753297556,0.06725340494312881,0.6060710128015577,0.10986927627520682,0.9677301307930919,0.4951736350656154,0.681687990375069,0.66298833840523,0.21788186588506653,0.8086490082197373,0.8554258858744036,0.048649641695870605,0.798789906179008,0.4249803786026042,0.8570187821916305,0.7151398013177724,0.506052970855668,0.6677508447518412,0.18628498924600778,0.7235070091336461,0.9497487239287071,0.3884631699437865,0.23071826286407726,0.7406605809380138,0.035986148022531084,0.6968196647743928,0.12460348369611673,0.9247205519378425,0.8490084117826497,0.7067004466515174,0.12153165460642312,0.23270699876287315,0.460303267958863,0.2519548535437943,0.45434266489223574,0.4630432119253065,0.5284969718376507,0.5869743599227402,0.08316243821025648,0.6660329592214606,0.228663646143056,0.4470369221563858,0.18042296530563684,0.8196703196708796,0.5743056559345264,0.06954814176132607,0.986611248316959,0.23556694057856065,0.06171257567831412,0.23011613800263653,0.7725697248121031,0.42185252843686505,0.11376697003949021,0.014883105550863363,0.9867141784384359,0.6719174371309805,0.8945995571882968,0.40976006276356625,0.5300748343561714,0.28180008149031077,0.6300430358216946,0.7033802022182835,0.09935210509513859,0.4837759951319993,0.8108972901870237,0.2877068950975392,0.4061253193440746,0.13429644849639832,0.9981840647197788,0.8380898169985194,0.4771264401966636,0.4277015650946093,0.6750050035453597,0.8472372224530113,0.2467391476851375,0.00998147646516323,0.9555556386401368,0.8609842771882469,0.5234289807803595,0.5296294572799785,0.052119649419628655,0.8704031250307085,0.6498726256837339
0.42360725755666506,0.037311017405327496,0.9667042332133766,0.8559607609951925,0.6544529730172206,0.7740843766657858,0.6299358543423456,0.010284196135580181,0.28881419861501056,0.4411933239836232,0.20560975994711062,0.9286748738420858,0.3248449332425015,0.13630870379061744,0.3181540583642456,0.06549250827074149,0.5404969924052623,0.8521148590006242,0.0798493519229283,0.5101852958212925,0.9631334200946597,0.9923930762149045,0.4854557689469844,0.09305605846069087,0.3698590301460358,0.6566678088617142,0.04547045097529778,0.274357838587989,0.8962088939617099,0.09871957076406324,0.9106382435420359,0.1765939821044865,0.40731234988604326,0.47070866743376116,0.09762790329478666,0.9790086725486031,0.7463059152202954,0.9678729014615066,0.6960941325085025,0.9076329196270112,0.03072803869003715,0.04440925676565133,0.046061885894384424,0.10735889584641145,0.32295866115550653,0.4098700423871624,0.44655439110262884,0.8718664086168317,0.3410582549838518,0.6764064502469503,0.6725747696835226,0.4565411932408825,0.43427355388821487,0.8537844070353914,0.25145716594769507,0.6299757519787349,0.07265594270083253,0.06526940626868916,0.834802357260339,0.6447843415219233,0.505006257488675,0.8179283958807947,0.6533475370646887,0.7539838875960688,0.774439907769779,0.7989483900961682,0.7692345489882907,0.025142619567274593,0.67028088951119,0.594295716528676,0.5751137250937847,0.6369725767484613,0.3943020364139572,0.9810915305089063,0.5540122257519542,0.02499558931335588,0.38511711212907274,0.8596792768938386,0.7289272223823235,0.2291486196600926,0.7900222205961293,0.6009320813113124,0.7103080860826296,0.5796046314545128,0.29801800242504806,0.11220591350712616,0.7208864357264146,0.41667428710093735,0.92162006409572,0.25677534595823903,0.772525879508248,0.3666868314393884,0.8205977901730599,0.30953194914723736,0.7897572921055243,0.5875768692421927,0.34003444864836296,0.5068531217633971,0.5657864596550884,0.7675924107639133,0.8446584794588746,0.7662647538101781,0.8270257921396854,0.550578246545991,0.17935516084103809,0.020738023954056994,0.36327199371649943,0.6123931587686751,0.7891017705624568,0.27220821709683796,0.55784608205685,0.043824205978607256,0.1562836898886878,0.25645385776998886,0.4570490492575262,0.3553769736089417,0.989427346801336,0.19053751050787537,0.24823291031809935,0.8635310370262214,0.3513698697266142,0.9781070268471959,0.4037601517582666,0.2202032655827021,0.5418628232884443,0.7356592918918436,0.6326626151319554,0.8146575582908975,0.48503328506731547,0.38711566960500354,0.38343240571371384,0.42558126439879274,0.8418040370479299
0.3830480750750682,0.021202110055130285,0.988913647044717,0.19877841743320468,0.34991946019996245,0.705871925556974,0.74544948706292,0.7190639717193694,0.969752391941685,0.3439782687161035,0.28082975337487603,0.6769235280853847,0.6868107603728122,0.9448643867738213,0.8809685327205686,0.2476876493462129,0.6591011656883647,0.9645169194177117,0.46181482844204935,0.6858627503172536,0.3537875503556859,0.5517488631797808,0.052732557061156315,0.6184898010154068,0.5864143283897769,0.10068907855577691,0.43360764658961637,0.36003853345122105,0.4802518453863712,0.09512609024201579,0.6329473702688683,0.47488770981805295,0.4029897574060717,0.6846355659735974,0.14135115289196443,0.7576165635751786,0.8142537977033515,0.13582907512526576,0.2684979088295487,0.9995399770201447,0.3222341909605312,0.3843050920103187,0.885848715828942,0.869403592601531,0.12455804841165541,0.8205444905788176,0.512639982574884,0.6919285463980239,0.9036291883863543,0.6587957095238328,0.7901786959864735,0.1314585799780228,0.7725529615132166,0.10550823030234768,0.4571852376000173,0.31845648555963824,0.8110982199138405,0.21160668965534624,0.4354746037269466,0.34993531709072745,0.7836680578347333,0.2656876546358776,0.5795208650504984,0.413039979278256,0.34800592856978996,0.945482802903684,0.0279392405208595,0.5346883412769204,0.3257405958009495,0.7889764629200964,0.5439641774498089,0.8196206492616949,0.8355372155068148,0.525106392686996,0.3828916068884741,0.23149095641385542,0.5629650946066672,0.44634393004637185,0.8574959376536403,0.014122137434485094,0.781632440897276,0.33018396495944247,0.40369236746635084,0.5443680106705417,0.7383301757371484,0.16432825705299903,0.9057900382715197,0.41526475644032235,0.8481353440399417,0.162329779533671,0.5643844761793018,0.8723967913122758,0.05940891674598814,0.10220358423408227,0.9147367233791424,0.6735746695838289,0.20024640227630763,0.19521427725616558,0.2607308949996364,0.946125778941677,0.41450632973492496,0.6317271645646095,0.49649480639359345,0.8758711790511184,0.049720563151673725,0.6500496717694364,0.11937022741756853,0.47595814755224597,0.4715673137483337,0.8159437949420109,0.45818173551814734,0.04631103112128687,0.696164097561711,0.04149157492092803,0.920991952322645,0.014852870634010307,0.994843858935717,0.6643317151723087,0.5642574709673488,0.29581142795582793,0.4845737500137435,0.8058692435278707,0.2631237792819121,0.25618724557061834,0.8806717145247784,0.249540867697982,0.21429605363078785,0.8700725765787501,0.7298700830358417,0.12097662814537191,0.4683127486739873,0.09183847092727171,0.6556753004071394
0.39124035364901577,0.5748288978623081,0.22630679163345546,0.6027553807800154,0.17523770316481557,0.6125036123011385,0.3905001020628105,0.5186454231355373,0.4408083029576332,0.011503509242307364,0.15031377376180188,0.2545074204891181,0.04357440306536131,0.21480879343651538,0.03407924218089353,0.1543721832259699,0.1288747436573351,0.5574589039466834,0.11677550921410795,0.8427161518707609,0.6659333465522196,0.49811012571500346,0.9264362107791589,0.6452993178342397,0.41748449043861224,0.04845821011948925,0.1544570331479177,0.736008614258078,0.6810695745649061,0.016747461471859126,0.4933926318839874,0.19074656662221767,0.8412064920445109,0.7161483693488095,0.9992174281143225,0.29400250215922563,0.5461841428517451,0.03254443979001809,0.5579712447631426,0.9103930949975184,0.8948418589469753,0.22144430580749008,0.5131170269649071,0.006807198678015269,0.8409169486781997,0.38653210158572804,0.005483540662742592,0.9471059740098259,0.9434955440572681,0.6507548914952197,0.5283430362764723,0.5477017876215247,0.5975943088838878,0.9526337017294171,0.9138758647464245,0.030711021214383516,0.5528556989623638,0.434279709639698,0.11615163701768061,0.3735528689215496,0.24907947265788288,0.16200583051832018,0.7690255882382889,0.07891955448885568,0.7338513620306981,0.817029864536083,0.3594949142782058,0.4911928418617817,0.5581065717932646,0.36435346179114103,0.13930092830862673,0.6465138191775608,0.516147886235461,0.4479255417154032,0.9308133071323828,0.5329472736263297,0.8812320795650571,0.6669741757848417,0.5659574776378379,0.9872852725564338,0.583259145934843,0.8951031334901386,0.7531733769027668,0.08122815099149616,0.8890018008991943,0.3761628381689395,0.7581555824049717,0.4548949468267117,0.8818856160306451,0.6390891459330568,0.8252262725707327,0.1430775130586639,0.8701329362565424,0.7118777760325052,0.03249747604144182,0.5623694290457197,0.7955911873633867,0.9476547484453929,0.61272496946705,0.29593305835584194,0.4511416027943994,0.8766671371710733,0.47595812353884603,0.5320747952346884,0.4848944557383378,0.013887565309048444,0.3378472964689485,0.19381452619419837,0.7710969767779807,0.6025391662524909,0.6257105761899766,0.21926293496840288,0.1117028421556947,0.4876401029177001,0.8702804599349286,0.4676701962072045,0.9228959588723804,0.2122051530477317,0.7768299277580959,0.6774874479047306,0.11114083102066274,0.682827693900953,0.2462488450811967,0.8267923400976753,0.364530195923941,0.20626940397513516,0.6574297030076304,0.7870216112768951,0.09259745698544275,0.29219736237214333,0.7148281784142135,0.03136477701621321,0.49914694069985843
